Segment,City,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost
Corporate,Belleville,New Jersey,Office Supplies,Paper,56.91,3,0.0,27.3168,29.593199999999996
Corporate,Belleville,New Jersey,Furniture,Furnishings,77.6,4,0.0,38.024,39.57599999999999
Corporate,Belleville,New Jersey,Office Supplies,Binders,14.28,1,0.0,6.5688,7.711199999999999
Consumer,Chicago,Illinois,Furniture,Tables,219.075,3,0.5,-131.445,350.52
Corporate,New York City,New York,Furniture,Furnishings,26.8,2,0.0,12.864,13.936
Corporate,Taylor,Michigan,Office Supplies,Art,9.84,3,0.0,2.8536,6.9864
Home Office,Lakewood,New Jersey,Office Supplies,Binders,45.48,3,0.0,20.9208,24.559199999999997
Home Office,Lakewood,New Jersey,Office Supplies,Art,289.2,6,0.0,83.868,205.332
Consumer,Arlington,Virginia,Office Supplies,Art,4.89,1,0.0,2.0049,2.8850999999999996
Corporate,Arvada,Colorado,Furniture,Furnishings,15.136,4,0.2,3.5948,11.5412
Corporate,Arvada,Colorado,Furniture,Chairs,466.768,2,0.2,52.5114,414.2566
Corporate,Arvada,Colorado,Furniture,Furnishings,15.232,1,0.2,1.7136,13.5184
Corporate,Arvada,Colorado,Office Supplies,Labels,6.264,3,0.2,2.0358,4.2282
Corporate,Hackensack,New Jersey,Furniture,Furnishings,87.54,3,0.0,37.6422,49.897800000000004
Corporate,Saint Petersburg,Florida,Technology,Phones,178.384,2,0.2,22.298,156.08599999999998
Corporate,Saint Petersburg,Florida,Office Supplies,Paper,15.552,3,0.2,5.4432,10.108799999999999
Corporate,Philadelphia,Pennsylvania,Office Supplies,Art,99.136,4,0.2,8.6744,90.46159999999999
Home Office,New York City,New York,Furniture,Chairs,135.882,1,0.1,24.1568,111.7252
Home Office,New York City,New York,Technology,Machines,3991.98,2,0.0,1995.99,1995.99
Home Office,New York City,New York,Technology,Phones,275.94,6,0.0,80.0226,195.9174
Home Office,New York City,New York,Technology,Accessories,360.0,4,0.0,129.6,230.4
Home Office,New York City,New York,Office Supplies,Storage,43.57,1,0.0,13.071,30.499000000000002
Corporate,Long Beach,California,Office Supplies,Fasteners,7.16,2,0.0,3.58,3.58
Corporate,Hesperia,California,Office Supplies,Binders,251.52,6,0.2,81.744,169.776
Corporate,Hesperia,California,Technology,Accessories,99.99,1,0.0,34.9965,64.9935
Corporate,Murfreesboro,Tennessee,Furniture,Furnishings,15.992,1,0.2,0.9995,14.992500000000001
Consumer,Philadelphia,Pennsylvania,Technology,Phones,290.898,3,0.4,-67.8762,358.7742
Consumer,Philadelphia,Pennsylvania,Office Supplies,Storage,54.224,2,0.2,3.389,50.834999999999994
Consumer,Philadelphia,Pennsylvania,Furniture,Chairs,786.744,4,0.3,-258.5016,1045.2456
Consumer,Philadelphia,Pennsylvania,Office Supplies,Labels,100.24,10,0.2,33.831,66.40899999999999
Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,37.764,6,0.7,-27.6936,65.4576
Consumer,Philadelphia,Pennsylvania,Technology,Phones,82.8,2,0.4,-20.7,103.5
Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,20.724,2,0.7,-13.816,34.54
Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,4.896,3,0.7,-3.4272,8.3232
Consumer,Los Angeles,California,Office Supplies,Binders,4.752,1,0.2,1.6038,3.1482
Consumer,Los Angeles,California,Technology,Copiers,959.984,2,0.2,335.9944,623.9896000000001
Consumer,Los Angeles,California,Office Supplies,Binders,14.368,4,0.2,4.49,9.878
Corporate,San Francisco,California,Office Supplies,Binders,7.712,2,0.2,2.7956,4.916399999999999
Corporate,San Francisco,California,Furniture,Tables,698.352,3,0.2,-17.4588,715.8108
Consumer,Layton,Utah,Office Supplies,Fasteners,4.96,4,0.0,2.3312,2.6288
Corporate,Philadelphia,Pennsylvania,Office Supplies,Art,17.856,4,0.2,1.116,16.740000000000002
Corporate,Philadelphia,Pennsylvania,Office Supplies,Binders,509.97,10,0.7,-407.976,917.946
Corporate,Philadelphia,Pennsylvania,Office Supplies,Fasteners,30.992,13,0.2,10.0724,20.919600000000003
Corporate,Philadelphia,Pennsylvania,Technology,Phones,71.928,12,0.4,8.3916,63.5364
Consumer,Austin,Texas,Office Supplies,Storage,88.8,4,0.2,-2.22,91.02
Consumer,San Francisco,California,Technology,Phones,47.976,3,0.2,4.7976,43.178399999999996
Consumer,Lowell,Massachusetts,Office Supplies,Art,7.56,3,0.0,3.0996,4.4604
Consumer,Lowell,Massachusetts,Office Supplies,Paper,24.56,2,0.0,11.5432,13.016799999999998
Consumer,Lowell,Massachusetts,Office Supplies,Art,12.96,2,0.0,4.1472,8.812800000000001
Home Office,New York City,New York,Technology,Accessories,6.79,1,0.0,2.3086,4.4814
Home Office,New York City,New York,Office Supplies,Paper,24.56,2,0.0,11.5432,13.016799999999998
Home Office,New York City,New York,Office Supplies,Binders,3.048,1,0.2,1.0668,1.9812
Home Office,New York City,New York,Office Supplies,Paper,49.12,4,0.0,23.0864,26.033599999999996
Home Office,New York City,New York,Office Supplies,Binders,4355.168,4,0.2,1415.4296,2939.7383999999997
Consumer,New York City,New York,Furniture,Bookcases,388.704,6,0.2,-4.8588,393.5628
Consumer,New York City,New York,Office Supplies,Envelopes,8.26,2,0.0,3.7996,4.4604
Consumer,New York City,New York,Office Supplies,Art,17.04,4,0.0,6.9864,10.0536
Consumer,New York City,New York,Office Supplies,Paper,34.4,5,0.0,15.824,18.576
Corporate,Charlotte,North Carolina,Office Supplies,Paper,36.24,5,0.2,11.325,24.915000000000003
Corporate,Columbus,Georgia,Office Supplies,Appliances,647.84,8,0.0,168.4384,479.40160000000003
Corporate,Columbus,Georgia,Office Supplies,Labels,20.7,2,0.0,9.936,10.764
Consumer,New York City,New York,Office Supplies,Labels,20.7,2,0.0,9.936,10.764
Consumer,New York City,New York,Furniture,Chairs,488.646,3,0.1,86.8704,401.7756
Consumer,New York City,New York,Office Supplies,Art,5.56,2,0.0,1.4456,4.1144
Consumer,New York City,New York,Furniture,Furnishings,47.12,8,0.0,20.7328,26.387199999999996
Consumer,San Francisco,California,Office Supplies,Storage,211.96,4,0.0,8.4784,203.48160000000001
Corporate,Manchester,Connecticut,Office Supplies,Binders,23.2,4,0.0,10.44,12.76
Corporate,Manchester,Connecticut,Office Supplies,Supplies,7.36,2,0.0,0.1472,7.2128000000000005
Corporate,Manchester,Connecticut,Office Supplies,Storage,104.79,7,0.0,29.3412,75.4488
Corporate,Manchester,Connecticut,Furniture,Bookcases,1043.92,4,0.0,271.4192,772.5008
Consumer,Harlingen,Texas,Office Supplies,Paper,25.92,5,0.2,9.396,16.524
Consumer,Harlingen,Texas,Office Supplies,Storage,53.424,3,0.2,4.6746,48.7494
Consumer,Tucson,Arizona,Office Supplies,Binders,8.16,5,0.7,-5.712,13.872
Consumer,Tucson,Arizona,Technology,Accessories,1023.936,8,0.2,179.1888,844.7472
Consumer,Tucson,Arizona,Office Supplies,Art,9.24,1,0.2,0.924,8.316
Consumer,Tucson,Arizona,Technology,Accessories,479.04,10,0.2,-29.94,508.98
Corporate,Quincy,Illinois,Office Supplies,Paper,99.136,4,0.2,30.98,68.15599999999999
Corporate,Franklin,Massachusetts,Furniture,Tables,1488.424,7,0.3,-297.6848,1786.1088
Consumer,Houston,Texas,Office Supplies,Appliances,8.652,3,0.8,-20.3322,28.9842
Consumer,Houston,Texas,Office Supplies,Storage,23.832,3,0.2,2.6811,21.1509
Consumer,Houston,Texas,Office Supplies,Binders,12.176,4,0.8,-18.8728,31.0488
Corporate,San Francisco,California,Office Supplies,Paper,50.96,7,0.0,25.48,25.48
Corporate,San Francisco,California,Office Supplies,Binders,49.536,3,0.2,17.3376,32.19840000000001
Corporate,Taylor,Michigan,Technology,Accessories,41.9,2,0.0,8.799,33.101
Consumer,Pembroke Pines,Florida,Furniture,Tables,375.4575,3,0.45,-157.0095,532.467
Consumer,Pembroke Pines,Florida,Technology,Accessories,83.976,3,0.2,-1.0497,85.0257
Corporate,Philadelphia,Pennsylvania,Technology,Machines,482.34,4,0.7,-337.638,819.978
Corporate,Philadelphia,Pennsylvania,Furniture,Furnishings,2.96,1,0.2,0.777,2.183
Consumer,Cincinnati,Ohio,Office Supplies,Art,2.624,1,0.2,0.4264,2.1976
Consumer,New York City,New York,Office Supplies,Binders,23.36,4,0.2,7.884,15.475999999999999
Consumer,New York City,New York,Technology,Accessories,39.98,2,0.0,13.5932,26.386799999999997
Consumer,Des Moines,Washington,Technology,Phones,246.384,2,0.2,27.7182,218.6658
Consumer,Des Moines,Washington,Technology,Copiers,1799.97,3,0.0,701.9883,1097.9817
Corporate,Peoria,Illinois,Office Supplies,Binders,12.462,3,0.8,-20.5623,33.0243
Home Office,Las Vegas,Nevada,Office Supplies,Binders,75.792,3,0.2,25.5798,50.2122
Corporate,Warwick,Rhode Island,Office Supplies,Storage,49.96,2,0.0,9.4924,40.467600000000004
Corporate,Warwick,Rhode Island,Office Supplies,Paper,12.96,2,0.0,6.2208,6.739200000000001
Home Office,Jackson,Michigan,Office Supplies,Supplies,70.12,4,0.0,21.036,49.084
Consumer,Houston,Texas,Office Supplies,Storage,35.952,3,0.2,3.5952,32.3568
Consumer,Houston,Texas,Furniture,Bookcases,2396.2656,4,0.32,-317.1528,2713.4184
Consumer,Houston,Texas,Office Supplies,Storage,131.136,4,0.2,-32.784,163.92
Consumer,Houston,Texas,Technology,Accessories,57.584,2,0.2,0.7198,56.864200000000004
Consumer,Miami,Florida,Office Supplies,Paper,9.568,2,0.2,3.4684,6.0996
Corporate,Wilmington,North Carolina,Office Supplies,Art,39.072,6,0.2,9.768,29.304000000000002
Consumer,New York City,New York,Office Supplies,Appliances,35.91,3,0.0,9.6957,26.214299999999994
Consumer,San Francisco,California,Technology,Accessories,179.95,5,0.0,37.7895,142.16049999999998
Consumer,San Francisco,California,Technology,Copiers,1199.976,3,0.2,434.9913,764.9847000000001
Consumer,San Francisco,California,Office Supplies,Paper,27.15,5,0.0,13.3035,13.846499999999999
Consumer,San Francisco,California,Furniture,Tables,1004.024,7,0.2,-112.9527,1116.9767
Consumer,San Francisco,California,Office Supplies,Paper,9.68,1,0.0,4.6464,5.0336
Consumer,San Francisco,California,Office Supplies,Labels,28.35,9,0.0,13.608,14.742
Consumer,San Francisco,California,Office Supplies,Paper,55.98,1,0.0,27.4302,28.549799999999998
Consumer,San Francisco,California,Furniture,Bookcases,1336.829,13,0.15,31.4548,1305.3742
Consumer,San Francisco,California,Furniture,Chairs,113.568,2,0.2,-18.4548,132.0228
Corporate,Seattle,Washington,Office Supplies,Paper,139.86,7,0.0,65.7342,74.12580000000001
Corporate,Seattle,Washington,Furniture,Chairs,307.136,4,0.2,26.8744,280.26160000000004
Consumer,Huntington Beach,California,Office Supplies,Art,95.92,8,0.0,25.8984,70.0216
Consumer,Los Angeles,California,Furniture,Chairs,383.8,5,0.2,38.38,345.42
Corporate,Richmond,Kentucky,Office Supplies,Paper,5.78,1,0.0,2.8322,2.9478000000000004
Corporate,Los Angeles,California,Office Supplies,Art,9.32,4,0.0,2.7028,6.6172
Corporate,Los Angeles,California,Office Supplies,Envelopes,15.25,1,0.0,7.015,8.235
Consumer,Louisville,Colorado,Technology,Accessories,196.752,6,0.2,56.5662,140.1858
Corporate,Lawrence,Massachusetts,Furniture,Furnishings,56.56,4,0.0,14.7056,41.8544
Corporate,Lawrence,Massachusetts,Office Supplies,Storage,32.7,3,0.0,8.502,24.198
Consumer,Jackson,Mississippi,Furniture,Chairs,866.4,4,0.0,225.264,641.136
Corporate,Canton,Michigan,Furniture,Furnishings,28.4,2,0.0,11.076,17.323999999999998
Corporate,Canton,Michigan,Office Supplies,Binders,287.92,8,0.0,138.2016,149.7184
Home Office,New Rochelle,New York,Technology,Machines,69.99,1,0.0,30.0957,39.894299999999994
Corporate,San Antonio,Texas,Office Supplies,Art,6.672,6,0.2,0.5004,6.1716
Home Office,Gastonia,North Carolina,Office Supplies,Binders,189.588,2,0.7,-145.3508,334.9388
Home Office,Gastonia,North Carolina,Technology,Accessories,408.744,7,0.2,76.6395,332.10450000000003
Home Office,Gastonia,North Carolina,Technology,Accessories,291.96,5,0.2,54.7425,237.21749999999997
Home Office,Gastonia,North Carolina,Office Supplies,Storage,4.768,2,0.2,-0.7748,5.5428
Consumer,Lowell,Massachusetts,Office Supplies,Storage,714.3,5,0.0,207.147,507.15299999999996
Consumer,Jacksonville,Florida,Office Supplies,Binders,4.812,2,0.7,-3.6892,8.5012
Consumer,Jacksonville,Florida,Technology,Accessories,247.8,5,0.2,-18.585,266.385
Home Office,Chicago,Illinois,Technology,Machines,1007.979,3,0.3,43.1991,964.7799
Home Office,Chicago,Illinois,Office Supplies,Paper,313.488,7,0.2,113.6394,199.8486
Corporate,Houston,Texas,Office Supplies,Paper,31.872,8,0.2,11.5536,20.3184
Corporate,New York City,New York,Furniture,Chairs,207.846,3,0.1,2.3094,205.5366
Consumer,Detroit,Michigan,Furniture,Furnishings,12.22,1,0.0,3.666,8.554
Consumer,Detroit,Michigan,Office Supplies,Storage,194.94,3,0.0,23.3928,171.5472
Consumer,Detroit,Michigan,Office Supplies,Storage,70.95,3,0.0,20.5755,50.3745
Consumer,Detroit,Michigan,Office Supplies,Paper,91.36,4,0.0,42.0256,49.3344
Consumer,Detroit,Michigan,Furniture,Chairs,242.94,3,0.0,29.1528,213.78719999999998
Consumer,Detroit,Michigan,Office Supplies,Labels,22.05,7,0.0,10.584,11.466000000000001
Consumer,Columbus,Indiana,Furniture,Furnishings,2.91,1,0.0,1.3677,1.5423000000000002
Consumer,Auburn,New York,Office Supplies,Art,59.52,3,0.0,15.4752,44.0448
Consumer,Auburn,New York,Office Supplies,Storage,161.94,3,0.0,9.7164,152.2236
Consumer,Auburn,New York,Office Supplies,Art,263.88,6,0.0,71.2476,192.6324
Consumer,Auburn,New York,Office Supplies,Art,30.48,3,0.0,7.9248,22.5552
Consumer,Auburn,New York,Office Supplies,Art,9.84,3,0.0,2.8536,6.9864
Consumer,Auburn,New York,Technology,Phones,35.12,4,0.0,9.1312,25.988799999999998
Corporate,Akron,Ohio,Furniture,Tables,284.364,2,0.4,-75.8304,360.1944
Corporate,Akron,Ohio,Office Supplies,Storage,665.408,2,0.2,66.5408,598.8672
Corporate,Norman,Oklahoma,Technology,Accessories,63.88,4,0.0,24.9132,38.966800000000006
Consumer,Concord,California,Furniture,Chairs,129.568,2,0.2,-24.294,153.86200000000002
Consumer,Decatur,Illinois,Furniture,Chairs,747.558,3,0.3,-96.1146,843.6726
Consumer,Decatur,Illinois,Office Supplies,Envelopes,8.928,2,0.2,3.348,5.580000000000001
Consumer,Seattle,Washington,Office Supplies,Appliances,103.92,4,0.0,36.372,67.548
Consumer,Seattle,Washington,Technology,Accessories,899.91,9,0.0,377.9622,521.9477999999999
Consumer,Seattle,Washington,Office Supplies,Binders,51.312,3,0.2,18.6006,32.7114
Home Office,Phoenix,Arizona,Furniture,Furnishings,23.56,5,0.2,7.068,16.491999999999997
Home Office,Phoenix,Arizona,Furniture,Tables,1272.63,6,0.5,-814.4832,2087.1132000000002
Home Office,Phoenix,Arizona,Office Supplies,Binders,28.485,5,0.7,-20.889,49.373999999999995
Home Office,Phoenix,Arizona,Office Supplies,Supplies,185.376,2,0.2,-34.758,220.13400000000001
Home Office,Phoenix,Arizona,Office Supplies,Appliances,78.272,2,0.2,5.8704,72.4016
Home Office,Park Ridge,Illinois,Furniture,Furnishings,254.744,7,0.6,-312.0614,566.8054
Corporate,Amarillo,Texas,Furniture,Bookcases,205.3328,2,0.32,-36.2352,241.56799999999998
Consumer,Chicago,Illinois,Office Supplies,Binders,4.788,3,0.8,-7.9002,12.6882
Corporate,Lindenhurst,New York,Office Supplies,Paper,55.48,1,0.0,26.6304,28.849599999999995
Consumer,San Francisco,California,Office Supplies,Storage,340.92,3,0.0,3.4092,337.5108
Consumer,San Francisco,California,Furniture,Bookcases,222.666,2,0.15,10.4784,212.1876
Consumer,San Francisco,California,Technology,Phones,703.968,4,0.2,87.996,615.972
Consumer,San Francisco,California,Office Supplies,Storage,92.52,6,0.0,24.9804,67.5396
Consumer,San Francisco,California,Office Supplies,Paper,62.65,7,0.0,28.819,33.831
Consumer,San Francisco,California,Office Supplies,Paper,94.85,5,0.0,45.528,49.321999999999996
Corporate,Los Angeles,California,Technology,Phones,95.76,6,0.2,7.182,88.578
Consumer,Troy,New York,Furniture,Furnishings,40.2,3,0.0,19.296,20.904000000000003
Corporate,New York City,New York,Office Supplies,Art,14.7,5,0.0,6.615,8.084999999999999
Corporate,New York City,New York,Office Supplies,Storage,704.25,5,0.0,84.51,619.74
Consumer,San Diego,California,Technology,Accessories,9.09,3,0.0,1.9089,7.1811
Consumer,New York City,New York,Office Supplies,Art,5.96,2,0.0,1.6688,4.2912
Consumer,New York City,New York,Technology,Accessories,159.98,2,0.0,57.5928,102.38719999999999
Home Office,Los Angeles,California,Office Supplies,Labels,29.6,2,0.0,14.8,14.8
Home Office,Los Angeles,California,Furniture,Bookcases,514.165,5,0.15,-30.245,544.41
Home Office,Los Angeles,California,Technology,Phones,279.96,5,0.2,17.4975,262.4625
Consumer,Chicago,Illinois,Technology,Phones,2735.952,6,0.2,341.994,2393.958
Home Office,Huntsville,Texas,Technology,Phones,7.992,1,0.2,0.5994,7.3926
Home Office,Huntsville,Texas,Technology,Accessories,63.984,2,0.2,10.3974,53.586600000000004
Home Office,Huntsville,Texas,Office Supplies,Art,70.368,2,0.2,6.1572,64.21079999999999
Consumer,Rochester,New York,Office Supplies,Storage,449.15,5,0.0,8.983,440.167
Consumer,Rochester,New York,Office Supplies,Envelopes,11.07,3,0.0,5.0922,5.9778
Consumer,Seattle,Washington,Technology,Accessories,93.98,2,0.0,13.1572,80.8228
Consumer,Memphis,Tennessee,Furniture,Tables,189.882,3,0.4,-94.941,284.823
Consumer,Fayetteville,Arkansas,Office Supplies,Envelopes,105.42,2,0.0,51.6558,53.7642
Consumer,Costa Mesa,California,Office Supplies,Binders,119.616,8,0.2,40.3704,79.2456
Consumer,Costa Mesa,California,Furniture,Furnishings,255.76,4,0.0,81.8432,173.9168
Consumer,Costa Mesa,California,Furniture,Chairs,241.568,2,0.2,18.1176,223.4504
Consumer,Costa Mesa,California,Furniture,Furnishings,69.3,9,0.0,22.869,46.431
Corporate,Parker,Colorado,Office Supplies,Binders,22.62,2,0.7,-15.08,37.7
Corporate,Parker,Colorado,Office Supplies,Binders,14.952,2,0.7,-11.9616,26.913600000000002
Corporate,Parker,Colorado,Furniture,Chairs,801.568,2,0.2,50.098,751.47
Corporate,Parker,Colorado,Office Supplies,Binders,2.376,3,0.7,-1.9008,4.2768
Corporate,Parker,Colorado,Office Supplies,Paper,32.792,1,0.2,11.8871,20.9049
Corporate,New York City,New York,Office Supplies,Binders,15.92,5,0.2,5.373,10.547
Consumer,Atlanta,Georgia,Office Supplies,Art,2.74,1,0.0,0.7398,2.0002000000000004
Consumer,Atlanta,Georgia,Office Supplies,Art,8.34,3,0.0,2.1684,6.1716
Consumer,Atlanta,Georgia,Office Supplies,Storage,46.74,3,0.0,11.685,35.055
Consumer,Atlanta,Georgia,Office Supplies,Binders,6354.95,5,0.0,3177.475,3177.475
Consumer,Gladstone,Missouri,Furniture,Furnishings,126.3,3,0.0,40.416,85.884
Consumer,Gladstone,Missouri,Technology,Accessories,38.04,2,0.0,12.1728,25.867199999999997
Consumer,Newark,Ohio,Office Supplies,Art,7.152,3,0.2,0.7152,6.4368
Consumer,Los Angeles,California,Office Supplies,Art,6.63,3,0.0,1.7901,4.8399
Consumer,Los Angeles,California,Office Supplies,Art,5.88,2,0.0,1.7052,4.174799999999999
Home Office,Great Falls,Montana,Technology,Copiers,2999.95,5,0.0,1379.977,1619.9729999999997
Home Office,Great Falls,Montana,Office Supplies,Storage,51.45,3,0.0,13.8915,37.5585
Home Office,Great Falls,Montana,Office Supplies,Paper,11.96,2,0.0,5.382,6.578000000000001
Home Office,Great Falls,Montana,Office Supplies,Storage,1126.02,3,0.0,56.301,1069.719
Consumer,Houston,Texas,Technology,Accessories,18.392,1,0.2,5.2877,13.104299999999999
Consumer,Houston,Texas,Office Supplies,Storage,129.568,2,0.2,-25.9136,155.48160000000001
Consumer,Houston,Texas,Office Supplies,Binders,14.112,9,0.8,-21.168,35.28
Corporate,Detroit,Michigan,Furniture,Tables,210.98,2,0.0,21.098,189.882
Consumer,Los Angeles,California,Technology,Phones,55.176,3,0.2,-12.4146,67.5906
Consumer,Los Angeles,California,Technology,Accessories,66.26,2,0.0,27.1666,39.0934
Consumer,Lawrence,Massachusetts,Office Supplies,Fasteners,22.2,5,0.0,10.434,11.766
Home Office,Lakeland,Florida,Furniture,Chairs,683.952,3,0.2,42.747,641.205
Home Office,Lakeland,Florida,Furniture,Furnishings,45.696,3,0.2,5.1408,40.5552
Consumer,Philadelphia,Pennsylvania,Office Supplies,Storage,36.336,3,0.2,-7.2672,43.6032
Consumer,Philadelphia,Pennsylvania,Office Supplies,Supplies,666.248,1,0.2,-149.9058,816.1538
Consumer,Philadelphia,Pennsylvania,Office Supplies,Envelopes,52.512,6,0.2,19.692,32.82
Corporate,Los Angeles,California,Furniture,Chairs,190.72,1,0.2,11.92,178.8
Consumer,Los Angeles,California,Furniture,Furnishings,47.94,3,0.0,2.397,45.543
Consumer,Montgomery,Alabama,Technology,Phones,979.95,5,0.0,274.386,705.5640000000001
Consumer,Montgomery,Alabama,Office Supplies,Binders,22.75,5,0.0,11.375,11.375
Consumer,Mesa,Arizona,Office Supplies,Storage,16.768,2,0.2,1.4672,15.3008
Consumer,Chicago,Illinois,Office Supplies,Binders,42.616,7,0.8,-68.1856,110.8016
Home Office,New York City,New York,Office Supplies,Binders,10.752,4,0.2,3.36,7.392000000000001
Consumer,Henderson,Kentucky,Office Supplies,Appliances,152.94,3,0.0,41.2938,111.6462
Consumer,Henderson,Kentucky,Furniture,Chairs,283.92,4,0.0,70.98,212.94
Consumer,Green Bay,Wisconsin,Technology,Accessories,468.9,6,0.0,206.316,262.58399999999995
